text,speaker,label
"GOP presidential hopeful Herman Cain called Ron Pauls followers ""ignorant.""",Ron Paul,false
The country's bankrupt.,Ron Paul,false
"In the '80s, Democrats promised spending cuts, but delivered only tax hikes.",Ron Paul,false
Dr. Paul never votes for legislation unless the proposed measure is expressly authorized by the Constitution.,Ron Paul,false
Today gasoline hit $6 a gallon in Florida.,Ron Paul,pants-fire
"Says ""our taxes have doubled"" with Rick Perry in office.",Ron Paul,pants-fire
The last Christians are about to leave Iraq.,Ron Paul,pants-fire
I dont understand what Republicans are doing against this. It was their idea. John McCain introduced cap and trade legislation three times.,John Boccieri,true
Mr. Renacci was registered as a foreign trade lobbyist in the United States government.,John Boccieri,half-true
"The financial penalties imposed on gay couples ""can cost us more than $300,000 compared with married heterosexual couples over a lifetime.""",Nadine Smith,mostly-true
Trump proposed enacting the largest tax increase in American history.,Jeb Bush,true
As governor of Florida I defunded Planned Parenthood.,Jeb Bush,true
"Says his release of 33 years of tax returns is ""more than any presidential candidate in history.""",Jeb Bush,true
"We reduced the government workforce by 13,000, 11 percent, during my eight years.",Jeb Bush,true
You can fill out your tax return in Estonia online in five minutes.,Jeb Bush,true
"Says he was known as ""Veto Corleone"" for cutting spending as Florida governor.",Jeb Bush,true
"We have an 80 percent graduation rate in high school after spending more per student than any country in the world other than Liechtenstein, I think, or Luxembourg and a couple other small countries.",Jeb Bush,true
"We are in the sixth year of recovery, and median income is below what it was at the start of the recovery.",Jeb Bush,true
"Too many tattoos ""on visible body parts"" keepsome applicants out of the military.",Jeb Bush,true
"Among the developed nations, we are the least economically and socially mobile country in the world.",Jeb Bush,true
Nearly 65 percent -- almost two-thirds -- of all new permanent residents obtained that status by virtue of their family status.,Jeb Bush,true
"If you look at the number of illegal immigrants coming into the country, it is net zero. It's been that way now for almost two years.",Jeb Bush,true
"Bill McCollumhas ""recovered $200 million in Medicaid fraud.""",Jeb Bush,true
"When he (Donald Trump) asked Florida to have casino gambling, we said no.",Jeb Bush,mostly-true
"Says in 2002, he ""won more Hispanic votes than Anglo votes, 60 percent in the state.""",Jeb Bush,mostly-true
"Says that during his eight years as Florida governor, ""we created 1.3 million net new jobs -- more jobs created than Texas.""",Jeb Bush,mostly-true
There are more poor people today as a percentage of our population than the 1970s.,Jeb Bush,mostly-true
"Florida has the most concealed weapon permits in the nation, ""nearly double that of the second state, which is Texas.""",Jeb Bush,mostly-true
"Florida is ""one of the few states that has actually had a narrowing of the achievement gap based on income, or based on race or ethnicity.""",Jeb Bush,mostly-true
Millions of people have given up looking for work altogether.,Jeb Bush,mostly-true
"The Orange County, Florida, school board ""voted to make it impossible for a student to receive a grade below 50.""",Jeb Bush,mostly-true
"By some estimates, as few as 2 percent of the 50,000 (Central American) children who have crossed the border illegally this year have been sent home.",Jeb Bush,mostly-true
"U.S. teenagers have now fallen behind their counterparts in Ireland, Poland and even Vietnam in math and science.",Jeb Bush,mostly-true
Immigrants are more fertile.,Jeb Bush,mostly-true
"Already, a prototype driverless car has traveled more than 300,000 miles in the crowded maze of California streets without a single accident.",Jeb Bush,mostly-true
A record number of Hispanics were elected to the U.S House of Representatives...,Jeb Bush,mostly-true
"In 1998, nearly half of Florida's fourth-graders were functionally illiterate. Today, 72% of them can read.",Jeb Bush,mostly-true
Florida led the nation in job creation while Bush was governor.,Jeb Bush,half-true
I cut state spending more than anybody (in the 2016 GOP field).,Jeb Bush,half-true
"Says Donald Trump ""was a Democrat longer in the last decade than he was a Republican.""",Jeb Bush,half-true
"There has been a 100 percent""increase in student debt under this Democratic White House.""",Jeb Bush,half-true
"Says his ""average federal tax rate"" was 36 percent.",Jeb Bush,half-true
"As a senator, Hillary Clinton ""has her name on three laws in eight years.""",Jeb Bush,half-true
"Says Hillary Clinton""insists that when the progressive agenda encounters religious beliefs to the contrary, those beliefs have to be changed. """,Jeb Bush,half-true
"In Florida, for eight years we cut taxes every year, totaling $19 billion.",Jeb Bush,half-true
Florida has a law like (Indiana's Religious Freedom Restoration Act).,Jeb Bush,half-true
"Hispanic students in Florida perform ""the best"" of any Hispanic population in the United States.",Jeb Bush,half-true
"Says ""Canada has one-tenth of our populationyet it issues far more high-skilled visas (more than 150,000) yearly than we do (65,000).""",Jeb Bush,half-true
"In Massachusetts, Gov. Romney narrowed the gap between students of different races.",Jeb Bush,half-true
I released all my emails.,Jeb Bush,barely-true
"A law was passed, apparently in the Clinton administration, about whether, in recruiting offices  Marines or other military should be able to have guns. Apparently it is prohibited.",Jeb Bush,barely-true
"The party in the White House is responsible for ""a massive tax increase on the middle class.""",Jeb Bush,barely-true
"The Democrats are ""responsible"" for ""the swift, mindless drawdown of a military that was generations in the making.""",Jeb Bush,barely-true
ISIS didn't exist when my brother was president. Al-Qaida in Iraq was wiped out when my brother was president.,Jeb Bush,barely-true
One person has been fired at the Veterans Administration for withholding services.,Jeb Bush,barely-true
"We had an agreement that the president could have signed that would have kept 10,000 troops in Iraq.",Jeb Bush,barely-true
"On my last trip to New Hampshire, I think I met the guy who founded the first and only bank since Dodd-Frank passed, since the financial crisis. One bank in the country.",Jeb Bush,barely-true
"Eliminating affirmative action in admissions in Florida led to ""more African American and Hispanic kids attending our university system"" than before.",Jeb Bush,barely-true
"1/3 of our kids drop out (of high school), cannot go to college or start a career.",Jeb Bush,barely-true
There are over 100 pipelines between the United States and Canada right now.,Jeb Bush,barely-true
"Florida's revenue ""is growing at a faster rate than almost any state in the country.""",Jeb Bush,barely-true
Rick Scott got a majority of the Hispanic vote in Florida.,Jeb Bush,barely-true
The federal government right now does not deport criminals.,Jeb Bush,false
Florida was the only state during my eight years to go from AA to AAA in its bond rating.,Jeb Bush,false
The pass rate for a high school level test to join the military is 35 to 40 percent.,Jeb Bush,false
"Planned Parenthood is ""not actually doing womens health issues.""",Jeb Bush,pants-fire
"Why would our president close the embassy to the Vatican? Hopefully, it is not retribution for Catholic organizations opposing Obamacare.",Jeb Bush,pants-fire
"Most of, if not all of, the [DeKalb school construction] projects always came in on or were under budget.",Thomas Brown,mostly-true
The U.S. Postal Service doesnt run on your tax dollars. Its funded solely by stamps and postage.,American Postal Workers Union,half-true
"Studies show that if we opened one reserve in Alaska now, in five years, gas prices could be at $2 a gallon.",Stephen Fincher,false
"Every year in the United States between 3,000 and 4,500 severe vaccine reactions are reported to the Centers for Disease Control. Not mild reactions. Severe reactions that land somebody in the hospital, the intensive care unit or cause a permanent disability or death.",Bob Sears,barely-true
More than three-quarters of the oil is gone.,Carol Browner,half-true
The state of Georgia is near the bottom among states for SAT scores and graduation rates.,Chip Rogers,true
"Rail ""doesnt do a great job in lessening traffic.""",Chip Rogers,mostly-true
Recent international reports show the United States near the bottom among industrialized nations for k-12 academic achievement.,Chip Rogers,half-true
Congress and President Obama have accumulated more debt since he took office than the total amount of debt accumulated during the first 200 years of the United States existence.,Chip Rogers,barely-true
"In Syria, ""we struck a deal where we got 100 percent of the chemical weapons out.""",John Kerry,mostly-true
"The so-called defense minister of the People's Republic of Donetsk ... actually posted a bragging social media posting of having shot down a military transport. And then when it became apparent it was civilian, they pulled it down from social media.",John Kerry,mostly-true
The (Russian) ruble is already going down.,John Kerry,mostly-true
We now actually import more oil than we did before 9/11.,John Kerry,mostly-true
Gov. Palin ... is somebody who actually doesn't believe that climate change is man-made.,John Kerry,mostly-true
"The nuclear agreement with Iran ""never sunsets. There's no sunset in this agreement.""",John Kerry,half-true
"On U.S.-Israeli relations, Prime Minister Benjamin Netanyahu ""set the record straight  he said, our two countries have 'exactly the same policy' (and) 'our security cooperation is unprecedented.'""",John Kerry,half-true
"Says he ""opposed the presidents decision to go into Iraq"" in 2003.",John Kerry,barely-true
Says the Simpson-Bowles deficit reduction proposal urged raising $2 trillion in new revenue.,John Kerry,barely-true
Scientists project that the Arctic will be ice-free in the summer of 2013.,John Kerry,barely-true
"In the last couple of days, notices were sent (by officials in Ukraine) to Jews in one city indicating that they had to identify themselves as Jews.",John Kerry,false
Every major study that has been done by a legitimate group ...shows that there are hundreds of thousands of jobs to be created if you pass our (cap-and-trade) legislation. And if you wind up pricing carbon.,John Kerry,false
Were the only nation in the world that does not use the military to secure our border.,Gary Painter,pants-fire
Two-thirds of American families rely on the mother's income to stay above the poverty level.,Maria Shriver,barely-true
"Says ""the Texas unemployment rate has even grown more than the nation's as a whole.""",Back to Basics,mostly-true
"Gov. Rick Perry ""has overseen the highest Texas unemployment in 22 years.""",Back to Basics,half-true
"Rick Perry is ""taking money away from hurricane victims"" and diverting it to ""remodel the Governor's Mansion.""",Back to Basics,false
Perry pushed for a law that lets insurance companies raise homeowners rates without having to justify the increase.,Back to Basics,false
"A ""massive"" federal computer network will make your medical records available to ""millions of people"" with a ""complete lack of privacy and confidentiality,"" while doctors and hospitals who don't take part face ""stiff penalties.""",Senior Citizens League,barely-true
"  if the Agreement goes into effect, the millions of Mexican citizens who will become eligible for Social Security benefits may have a far stronger claim to benefits and protection against cuts than U.S. citizens!",Senior Citizens League,false
"If lawmakers fail to avert the fiscal cliff, 18 percent of the federal money that is sent to the states will be eliminated.",The Campaign to Fix the Debt,false
"Gov. Kitzhaber oversaw creation of the Oregon driver card law ""behind closed doors without allowing any input from citizens who represent the public interest.""",Protect Oregon Driver Licenses,barely-true
New Jerseys once-broken pension system is now solvent.,13th District GOP slate,half-true
"In Georgia, Perdues company closed plants and moved jobs to China.",Michelle Nunn,true
"Says by rejecting an expansion of Medicaid under the new law, Georgia was depriving 25,000 veterans of health care coverage.",Michelle Nunn,true
David Perdue did not support the 2014 farm bill that U.S. Sens. Isakson and Chambliss did.,Michelle Nunn,mostly-true
"On average, women make 77 cents for every dollar men make.",Michelle Nunn,mostly-true
Says David Perdue built his business career outsourcing American jobs.,Michelle Nunn,half-true
The United States was not one of 16 countries where David Perdue said in his Pillowtex deposition that he created jobs.,Michelle Nunn,barely-true
"Michelle Nunn ""spent most of her childhood"" in Perry, Ga.",Michelle Nunn,barely-true
"Points of Light is ""the worlds largest volunteer organization.""",Michelle Nunn,barely-true
Austin politicians want to cram more kids into classrooms so they don't have to make the tough decisions to balance the budget.,Kendra Yarbrough Camarena,barely-true
"Says since 2000, Austins ""tax burden"" rose more than 40 percent while family income rose more than 20 percent.",Dominic Chavez,mostly-true
"Says Rick Perry ""proposed a binational health insurance program with Mexico.""",D.A. King,mostly-true
Over half of the foreign-born population in Rhode Island is white.,Steven Brown,half-true
"Action by the Milwaukee County Board will ""provide the County Executive with the same level of security as the Governor and the Mayor of Milwaukee while saving taxpayers $300,000.""",David Cullen,pants-fire
"In rural Virginia, ""Sen. Warner ran 8-10 points ahead of a traditional Democrat -- ahead of Senator Kaine, ahead of Governor McAuliffe.""",David Hallock,false
Deepwater's own testimony . . . is they said they'll create six jobs.,Patrick Lynch,half-true
"Exposure to the electromagnetic fields from power lines ""has been associated with childhood leukemia and other diseases.""",Patrick Lynch,barely-true
"Every American now is $51,000 in debt. Thats money I owe, thats money my children owe before they even go to kindergarten, thats their check to the federal government right now.",Caroline Casagrande,mostly-true
Women have come through the recession worse off than men  the numbers bear that out. We went from a 7 percent unemployment rate for women when he (President Barack Obama) was elected to an 8.1 percent now.,Caroline Casagrande,mostly-true
"Says the federal health care law upheld by the Supreme Court ""has improved or saved the lives of more than 4,000 Texans"" otherwise prevented from obtaining health coverage due to pre-existing conditions.",Becky Moeller,true
Says local Texas chambers of commerce were granted exemptions from paying property taxes on their headquarter properties.,Becky Moeller,true
"Says Mitt Romney ""has a corporation in Bermuda (but) failed to disclose that on seven different financial disclosures.""",Robert Gibbs,true
"A request for ""an increase in troops sat on desks in this White House (during the presidency of George W. Bush), including the vice president's, for more than eight months, a resource request filled by President Obama in March.""",Robert Gibbs,true
"The Republican leadership's budget proposal ""doesn't contain any numbers.""",Robert Gibbs,true
"Amiddle-class family donates $1 to charity, they get 15 cents off their income tax. Bill Gates donates $1 to charity, he takes 35 cents off his income tax.",Robert Gibbs,true
We have been in Afghanistan longer now than we have been in any foreign land conducting a war in our nations history.,Robert Gibbs,mostly-true
Says John Boehner changed his position on extending Bush tax cuts.,Robert Gibbs,barely-true
There are no earmarks in the stimulus bill.,Robert Gibbs,false
"Even hunters are restricted from using large capacity magazines: there is a five cartridge limit for large game hunting, and three for bird hunting.",Ginny Burdick,true
Says Wisconsin state Senate President Michael Elllis (R-Neenah) broke Senate rules during debate on a photo ID bill for voters.,Fred Risser,false
"Every time we've increased the minimum wage, we've seen a growth in jobs.",Ben Cardin,barely-true
"In contrast to President Barack Obama, who ""is not acting presidential,"" President Ronald Reagan ""would never go into the Oval Office without his jacket on  that's how much he revered the presidency.""",Ken Langone,barely-true
The Green Bay Packers are a socialist organization.,Scott  Keyes,barely-true
"Says U.S. Rep. Sean Duffy is among seven ""Tea Party freshmen"" who ""spent an average of $15,000 on cars for themselves.""",Scott  Keyes,pants-fire
Forty percent of the country is going to be in states that are tolerant of gay marriage or at least civil unions.,Neera Tanden,true
95 percent of the income gains in the last few years have gone to the top 1 percent.,Neera Tanden,mostly-true
"For the state of Florida, ""there is not an additional cost with implementation of the Common Core standards.""",Pam Stewart,half-true
"Floridas ""high school graduation rates continue to increase at the fastest rate in the nation, with Florida leading the nation in the rate of Hispanic graduates.""",Pam Stewart,half-true
High school students arrested on campus are twice as likely not to graduate and four times less likely to graduate if theyve appeared in court.,Steven Teske,mostly-true
"Chris Christie ""has not increased the taxes on anyone.""",Kim Guadagno,half-true
"After not having any foreign trade offices overseas for the past decade, New Jersey opened offices in Shanghai and London in the past six months, and has seen an 18 percent increase in exports.",Kim Guadagno,false
Says Panasonic stayed in New Jersey because of the Business Retention and Relocation Assistance Grant (BRRAG) program.,Kim Guadagno,false
Abraham Lincoln (once) jumped out of a window in the Illinois Legislature in order to deny a quorum.,Mark Miller,true
Republicans enacted the most drastic cuts to K-12 public schools of any state in the nation.,Mark Miller,barely-true
"Nearly 14,000 Wisconsinites have lost their job since Governor Walker and the Republicans took over in January.",Mark Miller,false
Black people are eight times more likely to be arrested than white people in Madison.,"Young, Gifted and Black Coalition",half-true
"Women ""own just 1 percent of the worlds land.""",Oxfam Ireland,pants-fire
"Under the Espionage Act, (Edward Snowden would not be) allowed to come into court and say I was justified in disclosing this information. There is no whistleblower exception in the Espionage Act.",Glenn Greenwald,mostly-true
"Says Barack Obama is ""trying to slash funding for the Armed Pilots Program designed to prevent terror attacks.""",National Rifle Association,true
"Says Mark Warner ""has supported restrictions on veterans second amendment rights.""",National Rifle Association,mostly-true
"Bill Nelson voted to confirm Sonia Sotomayor, ""who signed a Supreme Court opinion saying Americans do not have an individual right to own firearms.""",National Rifle Association,mostly-true
"Wisconsins concealed-carry permit rules demand more proof than other states that safety training requirements are met, rendering ""all existing (training) certificates insufficient"" as part of the permit application",National Rifle Association,mostly-true
"More people die from ""medical misadventures"" than firearm accidents nationally and in Florida.",National Rifle Association,mostly-true
"Says Barack Obamas regulatory adviser Cass Sunstein, ""wants to ban hunting and says animals should be represented in court.""",National Rifle Association,half-true
"The Manchin-Toomey amendment ""would have criminalized certain private transfers of firearms between honest citizens, requiring lifelong friends, neighbors and some family members"" to get government approval.",National Rifle Association,barely-true
"Says Tom Barrett ""voted to ban 15 different kinds of guns, even a lot of common deer rifles.""",National Rifle Association,barely-true
"Bill Nelson voted for a ban on millions of commonly owned firearms, which included many popular hunting and target rifles.",National Rifle Association,false
"Says Barack Obama ""supported Ted Kennedys ammo ban to outlaw all deer-hunting ammunition.""",National Rifle Association,false
"Across the board, violent crime in jurisdictions that recognize the Right to Carry is lower than in areas that prevent it.",National Rifle Association,false
"Obama's Ten Point Plan to 'Change' The Second Amendment.Ban the manufacture, sale and possession of handguns.",National Rifle Association,false
Mary Landrieu voted to take away your gun rights.,National Rifle Association,pants-fire
"Says Barack ""Obama admits hes coming for our guns, telling Sarah Brady, We are working on (gun control), but under the radar. """,National Rifle Association,pants-fire
Obama's Ten Point Plan to 'Change' the Second AmendmentBan use of firearms for home defense.,National Rifle Association,pants-fire
"We've got 40 years of study now that show that, with a good preschool start, you're less likely to be on public dole, you're less likely to be in prison.",Ken Plum,mostly-true
Virginia has a responsibility to fund 55 percent of public education and is payingjust 41 percent.,Ken Plum,false
"Currently, Florida is one of only five states in the nation that prohibit citizens from buying electricity from companies that will put solar panels on your home or business.",Floridians for Solar Choice,mostly-true
Congress as a whole is less popular than its been since polling was invented.,Jim Cooper,true
"Says Ellen Rosenblum ""has said over and over again that this is a job where 80 percent of the job is being the governments lawyer.""",Dwight  Holton,half-true
"John Raese's wife ""is registered to vote in Florida so she can't even vote for him.""",Joe Manchin,true
"In 1999, the NRA leadership in Washington, pretty much the same people intact, were for (expanded background checks.)",Joe Manchin,mostly-true
"Says John Raese said he wants ""1,000 laser systems put in the sky, and we need it right now.""",Joe Manchin,half-true
Every single month since 1985 has been warmer than the historic average. All 12 of the warmest years on record have come in the last 15 years.,Rush Holt,true
"Before this day is out, 18 more veterans will have taken their own lives. That is the daily average, it is intolerable, and it has to stop.",Rush Holt,true
"Says ""as a share of the US economy, the governments support for research and development (R&D) has fallen by nearly two-thirds since the 1960s.""",Rush Holt,true
A clear majority of Americans support removing the cost-sharing requirement for prescription contraceptive coverage.,Rush Holt,mostly-true
We need to pass a carbon tax to stop climate change. Break up the Wall Street banks. And stop the government spying on innocent Americans. Cory Booker doesnt support any of these ideas.,Rush Holt,half-true
"As we watch the news from Colorado with horror and sympathy for the families, we should remember that each day more than 80 Americans are killed by gunfire, unnecessary tragedies.",Rush Holt,half-true
"Says in 1944 ""we were in debt more than twice as much as we are now.""",Rush Holt,false
"Jason Carter backed three of Nathan Deals budgets but accuses the governor of ""underfunding education.""",John Padgett,true
The majority of Austinites rent the places they live.,Mike Martinez,true
Four (maybe five) Latinos have served on the Austin City Council.,Mike Martinez,true
"Austin mayoral candidate ""Steve Adler admitted his law firm worked with Koch Industries for nearly a decade.""",Mike Martinez,mostly-true
Says he banned texting while driving in Austin.,Mike Martinez,half-true
"Over the history of Austin, its always gotten more expensive.",Mike Martinez,barely-true
"Austin mayoral candidate Steve Adler has ""never been active in anything that has to do with City Hall.""",Mike Martinez,pants-fire
"Ninety-six percent of the last session, (U.S. Rep. Henry Cuellar) voted with Nancy Pelosi.",Bryan Underwood,mostly-true
"Republican state lawmakers ""are refusing to give the people of their own states their own tax dollars back in the form of (expanded) Medicaid.""",Thom Hartmann,mostly-true
The Kochs stand to make around $100 billion if the government approves the Keystone XL pipeline.,Thom Hartmann,pants-fire
Says Steve Spinnett has court judgments against him for trespass and harassment.,Livable Damascus,half-true
"University of Texas students ""signed a petition seeking the legal right to abort newborn babies up to five-years-old.""",Texas Right to Life,half-true
"In Texas, ""a faceless hospital panel can deny life-sustaining care, giving you only 10 days to find another facility for your mother, dad, or young child, even if the patient is conscious.""",Texas Right to Life,half-true
"In 2005, Dan Branch tried to expand third-trimester abortions in Texas.",Texas Right to Life,false
Wendy Davis opposes any limits on abortion.,Texas Right to Life,false
Most AGs don't go to court..,Holly Benson,mostly-true
Florida is now the No. 1 state in the country for automobile accident fraud.,Holly Benson,mostly-true
"I fought hard for that (state Senate) seat. I only lost by four points. I raised over $700,000.",Doug Stoner,barely-true
"Says U.S. Rep. Lamar Smith supported the $700 billion  Wall Street bailout in 2008, ""but now he is standing in the way of  reforms that would assure these bailouts would never happen again.""",Lainey Melnick,barely-true
State governments have little ability to stimulate job growth in the short run.,David Wyss,true
Ten years ago the Austin Water Utility used a total of 240.3 million gallons. Every summer since then our peak day of water use has been lower.,Save Our Springs Alliance,true
"In Muslim countries, under the Sharia, there is a death penalty for blaspheming Mohammad.",Pamela Geller,half-true
"ISIS supporter tweeted at 10:34 a.m. Shooting began at 10:45 a.m. in Chattanooga, Tenn.",Pamela Geller,false
"Says U.S. Senate candidate Tommy Thompson supports a plan for ""privatizing Social Security.""",Workers' Voice,false
SaysJosh Mandels campaign is under FBI investigation,Workers' Voice,false
Says Mitt Romneys investments created zero jobs.,Workers' Voice,pants-fire
Says Josh Mandel bet against Ohio families,Workers' Voice,pants-fire
"In just six years, Georgia has dropped from first in the nation from a business-friendly legal climate to 24th.",Chris Clark,barely-true
Having a baby is aleading cause of poverty spells in the United States.,Moms Rising,false
"Says Cathy Jordan was ""arrested"" and dragged out of her home by ""a SWAT team of hooligans"" for using medical marijuana.",John Morgan,barely-true
Nobody's addicted to marijuana.,John Morgan,false
"Says Mark Hass ""raised your taxes by $1 billion in a single day.""",Taxpayer Association of Oregon,half-true
"Says ""Richard Devlin raised your taxes by $1 billion in a single day.""",Taxpayer Association of Oregon,half-true
"Says ""the City of Portland alone has 84 public relation representatives on payroll which cost taxpayers over $6.2 million (a year).""",Taxpayer Association of Oregon,false
Sixty percent of the Hispanics support the Arizona immigration law,Russell  Pearce ,pants-fire
"Inequality in Texas is steadily getting worse, with very few rich people, a great many poor people, and fewer and fewer in the middle.",Ronnie Earle,mostly-true
Georgia ranks 49th for women serving in elected state and federal offices.,Institute for Women's Policy Research,true
"Right now, 50 percent of Florida students leaving high school cannot read at grade level.",Bill Proctor,mostly-true
Say water fluoridation started in Nazi Germany ghettos and death camps to pacify the Jews.,Critics of water fluoridation,pants-fire
"Since Newtown, more people have died at the end of a gun than we have lost in Afghanistan.",Joe Biden,true
There's not one Democrat who endorses the Romney-Ryan Medicare plan.,Joe Biden,true
"The median income of a middle class family went down $2,100 from 2001 to 2007.",Joe Biden,true
I never called for a partition of Iraq.,Joe Biden,true
There have been three people tried and convicted by the last administration in military courts. Two are walking the street right now.,Joe Biden,true
John McCain voted against funding the troops because of . . . a timeline in it to draw down American troops.,Joe Biden,true
McCain voted 19 times against a minimum-wage increase.,Joe Biden,true
"Three years ago, John McCain said, ""Afghanistan  we don't read about it anymore in papers because it succeeded.""",Joe Biden,true
"Says McCain once said that on ""the most important issues of our day, I've been totally in agreement and support of President Bush.""",Joe Biden,true
"When Pakistan erupted in crisis, I spoke to Musharraf before Bush did.",Joe Biden,true
"First, he said he would leave residual forces in Iraq, and now he says he wouldn't.",Joe Biden,true
"With one stroke of his pen, President Bush has denied health insurance to 3.8 million kids who were due to get it under this bipartisan expansion of the Children's Health Insurance Program.",Joe Biden,true
"You know we can't just pull out now... The truth of the matter is: If we started today, it would take one year, one year to get 160,000 troops physically out of Iraq, logistically.",Joe Biden,true
"$500 billion of the extension of the Bush tax cuts for the wealthy goes to 120,000 families.",Joe Biden,mostly-true
"Says in the last six months of the Bush administration, the U.S. lost 3.5 million jobs, including 760,000 jobs during January 2009 alone.",Joe Biden,mostly-true
Nationwide tuition at public universities is up almost 300 percent ... in the last 20 years.,Joe Biden,mostly-true
"In Iraq, ""violence is down to an all-time low"" since the start of the war.",Joe Biden,mostly-true
"In Libya, ""America spent $2 billion total and didnt lose a single life.""",Joe Biden,mostly-true
We have created more jobs in this last year than the Bush administration (did) in eight years.,Joe Biden,mostly-true
"We went from losing 3 million jobs in the last six months of the Bush Administration, adding almost 600,000 private sector jobs in the first six months of the year.",Joe Biden,mostly-true
"In the three months before the act took  effect, America lost 750,000 jobs a month. In the last three months, we've lost  about 35,000 jobs a month.",Joe Biden,mostly-true
"Across the country, $174 billion of the Recovery Act have been committed in its first 130 days.",Joe Biden,mostly-true
John McCain said...in December he was surprised there was a subprime mortgage problem.,Joe Biden,mostly-true
There's only four senators senior to me ... there's still 44 older than me.,Joe Biden,mostly-true
There's not a major bill I know with Hillary's name on it.,Joe Biden,mostly-true
"First, he was in favor of my plan, now he's attacking it.",Joe Biden,mostly-true
Roadside bombs are responsible for 70 percent of casualties in Iraq and these new mine-resistant vehicles can reduce those casualties by two-thirds.,Joe Biden,mostly-true
The vast majority of our international commitments take effect without congressional approval.,Joe Biden,half-true
"The Obama administration's policies ""have reduced minority dropout rate by 25 percent.""",Joe Biden,half-true
I don't own a single stock or bond  I have no savings accounts.,Joe Biden,half-true
"Paul Ryan ""cut embassy security in his budget by $300 million below what we asked for.""",Joe Biden,half-true
"On ending the war in Iraq, ""Gov. Romney said that was a tragic mistake, we should have left 30,000 troops there.""",Joe Biden,half-true
"Says Mitt Romney and Paul Ryan would ""eliminate the guarantee of Medicare.""",Joe Biden,half-true
"Says Republicans Mitt Romney and Paul Ryan support ""massive cuts in Social Security for future generations.""",Joe Biden,half-true
The bulk of the people who are shot with a weapon  other than these drug gangs taking on one another  end up being shot with their own weapon.,Joe Biden,half-true
"The 30 percent tax rate called for under President Barack Obamas proposed Buffett Rule ""is lower than the prescribed tax rate for millionaires already -- not just for millionaires, for people making over $200,000.""",Joe Biden,half-true
"In 2008, when Flint had 265 sworn officers on their police force, there were 35 murders and 91 rapes in this city. In 2010, when Flint had only 144 police officers, the murder rate climbed to 65, and rapes  climbed to 229.",Joe Biden,half-true
We're not engaged in nation-building in Afghanistan.,Joe Biden,half-true
"Among the money spent on health care in the United States, ""46 cents on every dollar spent is through Medicare and Medicaid.""",Joe Biden,half-true
"The average CEO makes $10,000 more every day ... than what the average worker makes every year.",Joe Biden,half-true
One percent of the American people make over 21 percent of all the income in America. That wasnt the way before George Bush became president.,Joe Biden,half-true
"When George Bush said we shouldn't investigate why the government's response to Hurricane Katrina was so incompetent, John McCain stood with him.",Joe Biden,half-true
"John McCain's tax plan will give no reduction ""for 100-million American families.""",Joe Biden,half-true
"(McCain) says ""we can't have ... timelines to draw down our troops from Iraq.""",Joe Biden,half-true
"Says McCain ""supported George Bush's policies 95 percent of the time.""",Joe Biden,half-true
"First, he said he would take all of our troops out in six months, and now he acknowledges it would take a year.",Joe Biden,half-true
Joe Biden is the only candidate with a plan to get us out of Iraq and keep us out.,Joe Biden,half-true
We weren't told they wanted more security  for diplomatic facilities in Libya.,Joe Biden,barely-true
If Gov. Romney's plan goes into effect  the average senior would have to pay $460 a year more in tax for their Social Security.,Joe Biden,barely-true
"If you shut down Amtrak's Northeast Corridor, it's estimated you'd have to add seven new lanes to I-95 to accommodate the increased traffic.",Joe Biden,barely-true
The health care numbers are going up.,Joe Biden,barely-true
"Sen. McCain's tax plan provides ""virtually nothing to the middle class.""",Joe Biden,barely-true
"John McCain said ""he wouldn't even sit down with the government of Spain, a NATO ally that has troops in Afghanistan with us now.""",Joe Biden,barely-true
McCain supports tax breaks for companies that ship jobs overseas.,Joe Biden,barely-true
John McCain has changed position on invading Iraq.,Joe Biden,barely-true
"Biden was responsible for ""ending genocide in Bosnia.""",Joe Biden,barely-true
Here's a man who brags about how he made the city safe. It was the Biden crime bill that became the Clinton crime bill that allowed him to do that.,Joe Biden,barely-true
"When we took office, let me remind you, there was virtually no international pressure on Iran.",Joe Biden,false
General Motors is the largest corporation in the world again.,Joe Biden,false
"Says U.S. Rep. Paul Ryans budget proposal ""eliminates Medicare"" in 10 years.",Joe Biden,false
As long as I have served . . . This is the first time  every single solitary decision has required 60 senators.,Joe Biden,false
John doesn't have a record in the Senate. John's only passed four bills. They're all about post offices.,Joe Biden,false
Barack Obama hasn't passed any (bills).,Joe Biden,false
"In the 1990s, the Biden Crime Bill added 100,000 cops to America's streets. As a result, murder and violent crime rates went down eight years in a row.",Joe Biden,false
"There are 300,000 babies born deformed every year in this country because of women who are alcoholics while they're carrying those children to term.",Joe Biden,false
There is a very identifiable Somali community back home in Delaware.,Joe Biden,pants-fire
"When one person sneezes, it goes all the way through the aircraft.",Joe Biden,pants-fire
"Rudy Giuliani is ""probably the most underqualified man since George Bush to seek the presidency.""",Joe Biden,pants-fire
The president is brain-dead.,Joe Biden,pants-fire
"Marijuana is ""less toxic"" than alcohol.",Marijuana Policy Project,mostly-true
"Says broken compact fluorescent light bulbs ""allegedly cause migraines and epilepsy attacks.""",Phyllis Schlafly,false
"The state of Wisconsin pays plumbers, engineers and other attorneys ""much, much more"" than it pays attorneys to represent poor people.",Marla  Stephens,mostly-true
